cm_id,claim_id,start_date,end_date,pl,productmodel,partno,totalamount,program_number,program_name,descr,actual_activity,reseller,claim_status,business_type,activity_subtype,activity_subtype_id
40812,15382,2021-05-01T00:00:00.000+0000,2021-05-31T00:00:00.000+0000,2N- (7CC42AA),,,4478.35,11394,New Age Stay Healthy - April - June 2021,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
40815,15382,2021-05-01T00:00:00.000+0000,2021-05-31T00:00:00.000+0000,7T- (7CC62AA),,,8212.04,11394,New Age Stay Healthy - April - June 2021,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
58143,22902,2022-10-23T00:00:00.000+0000,2022-10-29T00:00:00.000+0000,MS- (544H8A),HyperXCloudAlphaSBlueHX-HSCAS-BL/WW,4P5L3AA,7645.95,HAIS-AM-X00922,Amazon - October 2022 Promos,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
22714,7655,2019-12-15T00:00:00.000+0000,2019-12-21T00:00:00.000+0000,5M- (7CC52AA),,,38000,9853,ASP - Dec 15 '19 Vendor Funded Page,MARKET DEVELOPMENT FUNDS,Ad Funding,Staples,Approved,HPS HW,Program,Vendor
31189,11048,2020-07-05T00:00:00.000+0000,2020-08-01T00:00:00.000+0000,2N- (7CC42AA),DJ 3755 AiO White,J9V91A,100000,10363,HP Shipper Space in Racetrack - July,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,,
58137,22902,2022-10-23T00:00:00.000+0000,2022-10-29T00:00:00.000+0000,MS- (544H8A),HyperXQuadCastSBlk-GryHMIQ1S-XX-RG/G,4P5P7AA,19349.68,HAIS-AM-X00922,Amazon - October 2022 Promos,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
58170,22902,2022-10-23T00:00:00.000+0000,2022-10-29T00:00:00.000+0000,MS- (544H8A),B0B5MFGTBS,639P0AA,194.26,HAIS-AM-X00922,Amazon - October 2022 Promos,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
49004,19090,2022-01-30T00:00:00.000+0000,2022-04-02T00:00:00.000+0000,GD- (7CC92AA),,,39568,12124,Staples II Card Promo ,undefined,IR,Staples,Approved,Ink and Media,UNKNOWN,UNKNOWN
55077,20790,2022-02-27T00:00:00.000+0000,2022-03-05T00:00:00.000+0000,MS- (544H8A),HXCLSTCGAMHSPC,4P4F4AA,540, HAMC-BB-X01522,Best Buy Promotions 2/27 - 3/5,undefined,MIR,Best Buy,Cancelled,HyperX,UNKNOWN,UNKNOWN
55079,20790,2022-02-27T00:00:00.000+0000,2022-03-05T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsRedHX-KB6RDX,4P4F6AA,490, HAMC-BB-X01522,Best Buy Promotions 2/27 - 3/5,undefined,MIR,Best Buy,Cancelled,HyperX,UNKNOWN,UNKNOWN
29847,9974,2020-06-01T00:00:00.000+0000,2020-06-30T00:00:00.000+0000,GP- (7CD00AA),,,29190,10602,Q3 20 HP Toner Curated Placements,MARKET DEVELOPMENT FUNDS,In-Store Merchandising Enhancement,Amazon,Approved,HPS Toner,Display,Display
24354,8039,2019-10-01T00:00:00.000+0000,2019-10-31T00:00:00.000+0000,5M- (7CC52AA),,,5626.86,8887,ASP: Sam's Club 2H19 Printer Program,Sales goal Attainment,other Margin Enhancement activities,Sams Club,Approved,HPS HW,Program,Other
26751,8608,2020-02-02T00:00:00.000+0000,2020-02-08T00:00:00.000+0000,8A- (7CC63AA),HP LaserJet Pro MFP M428fdw Printer,W1A30A,472.5,9816 ,"Trade in and Recycle - Jan-Mar, 2020 OPS ",SPECIAL NEGOTIATED DISCOUNT,MIR,Best Buy,Approved,OPS HW,Program,Other
23533,7834,2019-12-01T00:00:00.000+0000,2019-12-31T00:00:00.000+0000,IF- (7CD16AA),HP Sprocket Model 200 Printer,1AS89A,1666.67,8517,HPS - Amazon Wedding Registry - 6 month,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,Program,Other
23516,7831,2020-01-19T00:00:00.000+0000,2020-01-25T00:00:00.000+0000,2Q- (7CC44AA),CLJ Pro M281fdw MFP,T6B82A,18000,9875,Trade-in Program for BTB,SPECIAL NEGOTIATED DISCOUNT,MIR,Office Depot,Approved,HPS HW,BTB,BTB
29845,9974,2020-06-01T00:00:00.000+0000,2020-06-30T00:00:00.000+0000,GJ- (7CC96AA),,,50411.5,10602,Q3 20 HP Toner Curated Placements,MARKET DEVELOPMENT FUNDS,In-Store Merchandising Enhancement,Amazon,Approved,HPS Toner,Display,Display
29351,8824,2019-06-01T00:00:00.000+0000,2019-06-30T00:00:00.000+0000,5M- (7CC52AA),,,11149.38,8380,New Age Stay Healthy - Apr-Jun 2019,Sales goal Attainment,other Margin Enhancement activities,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
58700,23069,2022-08-01T00:00:00.000+0000,2022-09-30T00:00:00.000+0000,C5- (7CC72AA),,,3958.84,12536,CP: OPS Return Mitigation Stretch Program,undefined,Stretch Goal,Amazon,Approved,OPS HW,,
23531,7834,2019-12-01T00:00:00.000+0000,2019-12-31T00:00:00.000+0000,IF- (7CD16AA),HP Sprocket Model 200 Printer,1AS86A,1666.67,8517,HPS - Amazon Wedding Registry - 6 month,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,Program,Other
26415,8559,2020-05-01T00:00:00.000+0000,2020-05-09T00:00:00.000+0000,7T- (7CC62AA),HP OfficeJet Pro 8035 All-in-One Printer,3UC66A,2574.6,10480,CP HSN QVC OJP 8035 + Instant Ink,Sales goal Attainment,Pay for Performance 2nd Tier,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
60508,23696,2022-12-01T00:00:00.000+0000,2022-12-25T00:00:00.000+0000,KV- (4XM40A),15-es2083cl,6X1M4UA,25320,AEL-2X-N04523,FQ1'23 NB EOL Program,undefined,End Of Life,Costco,Approved,PC,Program,Other
42726,15948,2021-11-28T00:00:00.000+0000,2022-01-01T00:00:00.000+0000,7T- (7CC62AA),,,6666.67,11884,Always On Banners Dec-Feb,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Display,Banner
38616,14780,2020-11-29T00:00:00.000+0000,2021-01-02T00:00:00.000+0000,2N- (7CC42AA),,,80612.62,10905,Margin Enhancement Program FY'21-H2 Dec-Feb,Sales goal Attainment,Margin Enhancement,Best Buy,Approved,HPS HW,,
55131,21928,2022-10-01T00:00:00.000+0000,2022-10-31T00:00:00.000+0000,MS- (544H8A),,,4225.46,HAPF-AM-X00122,"Amazon US – Retail Program, Base Accrual and SVS		",undefined,Stretch Goal,Amazon,Approved,HyperX,,
61326,23921,2022-07-31T00:00:00.000+0000,2022-08-06T00:00:00.000+0000,MS- (544H8A),HyperXFURYSSpeedHX-MPFS-S-M,4P5Q7AA,276,HAIS-BB-X01622,Best Buy - HP Aug Promo 07-31-2022 to 09-03-2022,undefined,Instant Savings,Best Buy,Clarification,HyperX,UNKNOWN,UNKNOWN
40416,15262,2021-03-01T00:00:00.000+0000,2021-03-31T00:00:00.000+0000,E5- (7CC77AA),,,25.53,11272,Q2 21 Toner 1% CX Program,Sales goal Attainment,Margin Enhancement,Amazon,Approved,Toner,Program,Other
41558,15601,2021-08-01T00:00:00.000+0000,2021-08-31T00:00:00.000+0000,GJ- (7CC96AA),,,5167.17,11558,H2 21 Amazon SVS - Toner,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Toner,,
38085,14542,2020-10-01T00:00:00.000+0000,2020-10-31T00:00:00.000+0000,GK- (7CC97AA),,,2657.08,10772,Q4 20 Retail Mktg - Toner,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Toner,Program,Advertising
52484,20974,2022-09-12T00:00:00.000+0000,2022-09-18T00:00:00.000+0000,1M- (4XM00A),34-C0154,319N5AA,30420,AIS-BB-D09422,Best Buy Cycle IRs_AIO_Q4'22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
43042,16022,2022-01-02T00:00:00.000+0000,2022-01-29T00:00:00.000+0000,C5- (7CC72AA),,,1666.67,11764,Paid Search - Laser ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,OPS HW A4 & Scanners,Search,Search
52837,21104,2022-08-27T00:00:00.000+0000,2022-09-17T00:00:00.000+0000,KV- (4XM40A),15-DW0081WM,1A406UA,47670,AEL-2X-N10022,FQ3'22 Notebook EOL Program,undefined,End Of Life,Wal-Mart,Approved,PC,Program,Other
41721,15661,2021-08-29T00:00:00.000+0000,2021-10-02T00:00:00.000+0000,8A- (7CC63AA),,,60000,11690 ,Laser Endcap Sep-Nov,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,OPS HW A4 & Scanners,Program,Endcap
38084,14542,2020-10-01T00:00:00.000+0000,2020-10-31T00:00:00.000+0000,GJ- (7CC96AA),,,60638.11,10772,Q4 20 Retail Mktg - Toner,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Toner,Program,Advertising
38257,14439,2020-07-01T00:00:00.000+0000,2020-07-31T00:00:00.000+0000,GJ- (7CC96AA),,,5167.17,10594,H2 20 Amazon SVS - Toner,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,OPS Toner,,
39803,15102,2021-02-01T00:00:00.000+0000,2021-02-28T00:00:00.000+0000,K6- (7CD22AA),,,11799.85,11271,Q2 21 CX 1% Ink Program,Sales goal Attainment,Margin Enhancement,Amazon,Approved,Ink and Media,Program,Other
56532,22437,2022-11-06T00:00:00.000+0000,2022-11-12T00:00:00.000+0000,MS- (544H8A),HyperXCloudAlphaRedHX-HSCA-RD,4P5L1AA,17840.42,HAIS-AM-X00123,Amazon Promo 10-30 to 12-3-22,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
57304,22612,2022-10-11T00:00:00.000+0000,2022-10-12T00:00:00.000+0000,KV- (4XM40A),11-AK0040NR,47X86UA,70.08,AIS-AM-M10522,Amazon 2022 Non H-P Oct Event NB_DT_MTR IR,undefined,Instant Savings,Amazon,Approved,PC,Program,Other
48575,19415,2022-01-31T00:00:00.000+0000,2022-02-05T00:00:00.000+0000,MS- (544H8A),HyperXSoloCastBlackHMIS1X-XX-BK/G,4P5P8AA,6711.25,HAMC-AM-X01622,Amazon Promos 1-30 to 2-5		,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
53165,21095,2022-08-14T00:00:00.000+0000,2022-08-20T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireHasteBlkHMSH1-A-BK/G,4P5P9AA,9662.22,HAIS-AM-X00622,Amazon Promo 7-31 to 9-3-22		,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
44850,17271,2022-03-01T00:00:00.000+0000,2022-03-31T00:00:00.000+0000,2N- (7CC42AA),,,18000,12011,ASP: HPS EGG Diamond Package ,undefined,Ad Funding,Amazon,Approved,HPS HW,Holiday,Holiday
56539,22437,2022-11-06T00:00:00.000+0000,2022-11-12T00:00:00.000+0000,MS- (544H8A),HyperXCloudIIWirelessHHSC2X-BA-RD/G,4P5K4AA,3597.88,HAIS-AM-X00123,Amazon Promo 10-30 to 12-3-22,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
43032,16019,2022-01-01T00:00:00.000+0000,2022-01-31T00:00:00.000+0000,8A- (7CC63AA),,,160000,11939,ASP: OPS Amazon Business Hero Banner (Jan) ,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,OPS HW A4 & Scanners,Display,Banner
55836,22213,2022-11-17T00:00:00.000+0000,2022-11-19T00:00:00.000+0000,1M- (4XM00A),24-DF1224,1J7P6AA,171234,AIS-BB-D10922,Best Buy Black Friday Desktop IRs 2022,undefined,Instant Savings,Best Buy,Approved,PC,Holiday,Black_Friday
61046,23854,2023-02-05T00:00:00.000+0000,2023-02-11T00:00:00.000+0000,2N- (7CC42AA),DJ 4133e AiO,26Q92A,1260,12918,CP: EOL Funding - DJ 4133e,undefined,End Of Life,Best Buy,Approved,HPS HW,Program,Advertising
56533,22437,2022-11-06T00:00:00.000+0000,2022-11-12T00:00:00.000+0000,MS- (544H8A),HyperXPuddingKeycapsHKCPXP-WT-US/G,4P5P5AA,1507.18,HAIS-AM-X00123,Amazon Promo 10-30 to 12-3-22,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
48573,19415,2022-01-31T00:00:00.000+0000,2022-02-05T00:00:00.000+0000,MS- (544H8A),HyperXPuddingKeycapsHKCPXA-BK/G,4P5P4AA,2197.25,HAMC-AM-X01622,Amazon Promos 1-30 to 2-5		,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
56542,22437,2022-11-06T00:00:00.000+0000,2022-11-12T00:00:00.000+0000,MS- (544H8A),HXCLAWLREDGAMHS,4P5D4AA,22418.19,HAIS-AM-X00123,Amazon Promo 10-30 to 12-3-22,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
53170,21095,2022-08-14T00:00:00.000+0000,2022-08-20T00:00:00.000+0000,MS- (544H8A),HyperXPuddingKeycapsHKCPXA-BK/G,4P5P4AA,1115.65,HAIS-AM-X00622,Amazon Promo 7-31 to 9-3-22		,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
56543,22437,2022-11-06T00:00:00.000+0000,2022-11-12T00:00:00.000+0000,MS- (544H8A),HyperX QuadCast S USB WHT Microphone,519P0AA,8394.16,HAIS-AM-X00123,Amazon Promo 10-30 to 12-3-22,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
48571,19415,2022-01-31T00:00:00.000+0000,2022-02-05T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsAquaHX-KB6AQX-US,4P5N9AA,1113.75,HAMC-AM-X01622,Amazon Promos 1-30 to 2-5		,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
54281,21623,2022-10-02T00:00:00.000+0000,2022-10-29T00:00:00.000+0000,2N- (7CC42AA),HP DJ 4155e,26Q90A,54000,12575,Deskjet Shipper Sep-Nov,undefined,In-Store Merchandising Enhancement,Best Buy,Approved,HPS HW,,
56511,22436,2022-12-05T00:00:00.000+0000,2022-12-11T00:00:00.000+0000,1M- (4XM00A),27-ca1244,577B6AA,76720,AIS-BB-D12222,Best Buy Cycle IRs_AIO_Q1 '23,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
53159,21095,2022-08-14T00:00:00.000+0000,2022-08-20T00:00:00.000+0000,MS- (544H8A),HyperXAlloyMKW100RedHKBM1-R/G,4P5E1AA,23.56,HAIS-AM-X00622,Amazon Promo 7-31 to 9-3-22		,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
37270,14488,2020-04-01T00:00:00.000+0000,2020-06-30T00:00:00.000+0000,7T- (7CC62AA),,,1147.52,10461,ASP New Age Stay Healthy - April - June 2020,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,Program,Other
28227,8841,2019-03-03T00:00:00.000+0000,2019-03-09T00:00:00.000+0000,5M- (7CC52AA),ENVY 7155 Photo (BB),Z3M52A,378,7671,"CP - Trade in and Recycle - Inkjet - H1,2019 ",SPECIAL NEGOTIATED DISCOUNT,MIR,Best Buy,Approved,HPS HW,Program,Other
28228,8841,2019-03-03T00:00:00.000+0000,2019-03-09T00:00:00.000+0000,5M- (7CC52AA),ENVY 6255 Photo,K7G18A,823.44,7671,"CP - Trade in and Recycle - Inkjet - H1,2019 ",SPECIAL NEGOTIATED DISCOUNT,MIR,Best Buy,Approved,HPS HW,Program,Other
50195,20121,2022-07-25T00:00:00.000+0000,2022-07-30T00:00:00.000+0000,2G- (7RB34A),M27F,2G3D3AA,38764,AIS-BB-D04122,Best Buy Monitor Cycle IRs_Q3 '22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
22837,7677,2019-12-08T00:00:00.000+0000,2019-12-14T00:00:00.000+0000,5M- (7CC52AA),HP Envy 5055 All-in-One Printer,M2U85A,1155,8638,"Trade in and Recycle - HPS H2, 2019",SPECIAL NEGOTIATED DISCOUNT,MIR,Best Buy,Approved,HPS HW,Program,Other
41137,15484,2021-03-28T00:00:00.000+0000,2021-06-26T00:00:00.000+0000,5M- (7CC52AA),,,28939.5,11398,Co-op funds for On-line Q2 HPS printers,MARKET DEVELOPMENT FUNDS,Ad Funding,Office Depot,Approved,HPS HW,Program,Advertising
28220,8841,2019-03-24T00:00:00.000+0000,2019-03-30T00:00:00.000+0000,5M- (7CC52AA),ENVY 7855 Photo,K7R96A,41.98,7671,"CP - Trade in and Recycle - Inkjet - H1,2019 ",SPECIAL NEGOTIATED DISCOUNT,MIR,Best Buy,Approved,HPS HW,Program,Other
54077,20819,2022-04-17T00:00:00.000+0000,2022-04-23T00:00:00.000+0000,MS- (544H8A),HyperXAlloyElite2RedHKBE2X-1X-/G,4P5N3AA,2583,HAIS-BB-X00322,Best Buy Promo 4/17/2022 to 4/23/2022,undefined,Instant Savings,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
54080,20819,2022-04-17T00:00:00.000+0000,2022-04-23T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireDartBlackHX-MC006B,4P5Q4AA,950,HAIS-BB-X00322,Best Buy Promo 4/17/2022 to 4/23/2022,undefined,Instant Savings,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
28222,8841,2019-03-03T00:00:00.000+0000,2019-03-09T00:00:00.000+0000,7T- (7CC62AA),OJP 8710 AiO,M9L66A,4528.49,7671,"CP - Trade in and Recycle - Inkjet - H1,2019 ",SPECIAL NEGOTIATED DISCOUNT,MIR,Best Buy,Approved,HPS HW,Program,Other
49974,19791,2022-07-06T00:00:00.000+0000,2022-07-07T00:00:00.000+0000,2N- (7CC42AA),DeskJet 2752e,26K68A,2777.6,12458,DJ 2752e BTS '22 Rollback Markdown,undefined,IR,Wal-Mart,Approved,HPS HW,BTS,BTS
36592,14331,2020-08-30T00:00:00.000+0000,2020-10-03T00:00:00.000+0000,4H- (7CC47AA),,,2898.55,10798 ,Sponsored Products - Inkjet printers - H2,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Search,Sponsored_product
25692,8392,2020-03-15T00:00:00.000+0000,2020-03-21T00:00:00.000+0000,GC - (7CC91AA),HP Smart Tank Plus 651 AiO Printer,7XV38A,20000,10301,Ad Funds - Inkjet Printers FY'21 H1 ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
41136,15484,2021-03-28T00:00:00.000+0000,2021-06-26T00:00:00.000+0000,2Q- (7CC44AA),,,28939.5,11398,Co-op funds for On-line Q2 HPS printers,MARKET DEVELOPMENT FUNDS,Ad Funding,Office Depot,Approved,HPS HW,Program,Advertising
58357,22960,2022-12-12T00:00:00.000+0000,2022-12-18T00:00:00.000+0000,2G- (7RB34A),M22F,2D9J9AA,100617,AIS-BB-D10822,Best Buy Black Friday Monitors 2022,undefined,Instant Savings,Best Buy,Approved,PC,Holiday,Black_Friday
38169,14668,2020-11-08T00:00:00.000+0000,2020-11-14T00:00:00.000+0000,2Q- (7CC44AA),,,33847,11067,ASP: HPS Printer Store Billboard - M283fdw,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,Program,Billboard
25569,8363,2020-03-01T00:00:00.000+0000,2020-04-04T00:00:00.000+0000,GC - (7CC91AA),,,833.33,10309,Paid Search - Inkjet Printers,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Search,Search
59912,23453,2023-01-09T00:00:00.000+0000,2023-01-15T00:00:00.000+0000,2G- (7RB34A),M27FWA,356D5AA,907.5,AIS-BB-D12022,Best Buy Monitor Cycle IRs 1 '23,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
51020,20435,2022-07-31T00:00:00.000+0000,2022-08-27T00:00:00.000+0000,8A- (7CC63AA),,,13333.33,12409,Ad Funds - OPS Laser Jun-Aug,undefined,Ad Funding,Best Buy,Approved,OPS HW A4 & Scanners,Program,Advertising
59911,23453,2023-01-09T00:00:00.000+0000,2023-01-15T00:00:00.000+0000,2G- (7RB34A),M34D,3B1W4AA,261,AIS-BB-D12022,Best Buy Monitor Cycle IRs 1 '23,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
58358,22960,2022-12-12T00:00:00.000+0000,2022-12-18T00:00:00.000+0000,2G- (7RB34A),M32F,2H5M7AA,93493.5,AIS-BB-D10822,Best Buy Black Friday Monitors 2022,undefined,Instant Savings,Best Buy,Approved,PC,Holiday,Black_Friday
50370,20175,2022-06-30T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,2N- (7CC42AA),HP DeskJet 2755e,26K67A,11965.24,12244,ASP HSN QVC DJ 2755e airings,undefined,Pay for Performance 2nd Tier,New Age,Approved,HPS HW,Program,Other
57567,22699,2022-02-06T00:00:00.000+0000,2022-02-12T00:00:00.000+0000,MS- (544H8A),HyperXAlloyCoreRGBHX-KB5ME2,4P4F5AA,403.5,HAMC-BB-X00522,Best Buy Promotions 2/6/2022 to 2/12/2022,undefined,MIR,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
45436,17562,2022-04-01T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireCoreBlackHX-MC004B,4P4F8AA,134,HAMC-DH-X01222,Staples via D&H HyperX Meet Comp 03/01/2022 to 05/31/2022 ,undefined,Meet Competition,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
55924,22141,2022-11-04T00:00:00.000+0000,2022-11-27T00:00:00.000+0000,KV- (4XM40A),14a-na1083cl,67U94UA,7760,AIS-CO-N01123,Costco C2'22 Warehouse NB IR Program,undefined,Instant Savings,Costco,Approved,PC,Program,Other
25941,8441,2020-02-27T00:00:00.000+0000,2020-03-26T00:00:00.000+0000,7T- (7CC62AA),HP OfficeJet Pro 9025 AiO Printer,1MR66A,82000,10352,HPS - Bronze (Site Stripe) for CE Gateway,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,Program,Other
42432,15859,2021-10-31T00:00:00.000+0000,2021-11-27T00:00:00.000+0000,DU- (7CC74AA),,,6666.67,11729,"Sponsored Products - Inkjet printers, Sep-Nov",MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Search,Sponsored_product
60400,23657,2023-01-17T00:00:00.000+0000,2023-01-17T00:00:00.000+0000,KV- (4XM40A),,,31250,AAD-BB-N00223,BBY 1H 2023 Brand Advocate Program,undefined,Ad Funding,Best Buy,Approved,PC,Program,Brand_building
40357,15247,2021-02-01T00:00:00.000+0000,2021-04-30T00:00:00.000+0000,GJ- (7CC96AA),,,30000,11324,Staples Toner Collaborative Digital Co-op Inc,MARKET DEVELOPMENT FUNDS,Ad Funding,Staples,Approved,Toner,Digital,Digital
23772,7905,2020-01-19T00:00:00.000+0000,2020-01-25T00:00:00.000+0000,8A- (7CC63AA),HP Color LaserJet Pro MFP M479fdw Prntr,W1A80A,10000,9200,Ad Funds - OPS Laser FY'20H2,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,OPS HW,Program,Advertising
54522,21690,2022-10-02T00:00:00.000+0000,2022-10-29T00:00:00.000+0000,7T- (7CC62AA),,,10833,12619,Paid Search - Inkjet Printers Sep-Nov,undefined,Ad Funding,Best Buy,Approved,HPS HW,Search,Search
49956,19985,2022-05-30T00:00:00.000+0000,2022-05-30T00:00:00.000+0000,2G- (7RB34A),V284K,8WH57AA,57,AIS-BB-D04122,Best Buy Monitor Cycle IRs_Q3 '22,undefined,Instant Savings,Best Buy,Reversed,PC,UNKNOWN,UNKNOWN
57565,22699,2022-02-06T00:00:00.000+0000,2022-02-12T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsRedHX-KB6RDX,4P4F6AA,305,HAMC-BB-X00522,Best Buy Promotions 2/6/2022 to 2/12/2022,undefined,MIR,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
57639,22741,2022-12-19T00:00:00.000+0000,2022-12-24T00:00:00.000+0000,2G- (7RB34A),M27F,2G3D3AA,288652,AIS-BB-D12022,Best Buy Monitor Cycle IRs 1 '23,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
52697,21066,2022-08-28T00:00:00.000+0000,2022-10-01T00:00:00.000+0000,KV- (4XM40A),,,150000,AOR-BB-N19622,BBY 1H'23 Bulleit End Cap Funding - HP Portion,undefined,Other Retailer Payments,Best Buy,Approved,PC,Program,Endcap
39376,14868,2020-06-28T00:00:00.000+0000,2020-12-26T00:00:00.000+0000,7T- (7CC62AA),,,768986.89,10698,Staples 2H 2020 HPS Inkjet Growth Program,Sales goal Attainment,Margin Enhancement,Staples,Approved,HPS HW,,
39374,14868,2020-06-28T00:00:00.000+0000,2020-12-26T00:00:00.000+0000,4H- (7CC47AA),,,2632.92,10698,Staples 2H 2020 HPS Inkjet Growth Program,Sales goal Attainment,Margin Enhancement,Staples,Approved,HPS HW,,
38320,14701,2020-11-29T00:00:00.000+0000,2021-01-02T00:00:00.000+0000,DU- (7CC74AA),,,833.33,10799, Paid Search - Inkjet Printers ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Search,Search
38781,14825,2020-12-01T00:00:00.000+0000,2020-12-31T00:00:00.000+0000,2N- (7CC42AA),,,12821.6,10952,New Age Stay Healthy - Oct - Dec 2020,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
39373,14868,2020-06-28T00:00:00.000+0000,2020-12-26T00:00:00.000+0000,2N- (7CC42AA),,,95894.67,10698,Staples 2H 2020 HPS Inkjet Growth Program,Sales goal Attainment,Margin Enhancement,Staples,Approved,HPS HW,,
39375,14868,2020-06-28T00:00:00.000+0000,2020-12-26T00:00:00.000+0000,5M- (7CC52AA),,,399028.71,10698,Staples 2H 2020 HPS Inkjet Growth Program,Sales goal Attainment,Margin Enhancement,Staples,Approved,HPS HW,,
55182,21942,2022-08-28T00:00:00.000+0000,2022-08-28T00:00:00.000+0000,MS- (544H8A),HyperXCloudFlightHX-HSCF-BK/AM,4P5L4AA,32.01,HAIS-AM-X00622,Amazon Promo 7-31 to 9-3-22		,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
53494,21364,2022-10-11T00:00:00.000+0000,2022-10-12T00:00:00.000+0000,1M- (4XM00A),24-cb1224,577B8AA,32250,AAD-BB-N21722,BBY NB OCT Intel_AMD funding,undefined,Ad Funding,Best Buy,Approved,PC,Program,Advertising
55462,22055,2022-10-30T00:00:00.000+0000,2022-11-26T00:00:00.000+0000,1M- (4XM00A),,,103000,AAD-BB-M04422,BBY 2022 - 2023 Always On Gaming Marketing Program,undefined,Ad Funding,Best Buy,Approved,PC,Program,Advertising
54907,21866,2022-10-24T00:00:00.000+0000,2022-10-29T00:00:00.000+0000,1M- (4XM00A),TE01-3244,319L5AA,82440,AAD-BB-N21722,BBY NB OCT Intel_AMD funding,undefined,Ad Funding,Best Buy,Approved,PC,Program,Advertising
30080,10027,2020-07-12T00:00:00.000+0000,2020-07-18T00:00:00.000+0000,4H- (7CC47AA),OJ 3830 AiO,K7V40A,220,10641,OJ 3830 EOL Funding,EOL Program ,End Of Life,Best Buy,Approved,HPS HW,Program,Advertising
