cm_id,claim_id,start_date,end_date,pl,productmodel,partno,totalamount,program_number,program_name,descr,actual_activity,reseller,claim_status,business_type,activity_subtype,activity_subtype_id
50610,20252,2022-07-31T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,1M- (4XM00A),TG02-0014,575M7AA,2100,AEL-2X-D06722,FQ2'22 DT $10M EOL Program,undefined,End Of Life,Best Buy,Approved,PC,Program,Other
29993,10011,2020-06-26T00:00:00.000+0000,2020-06-26T00:00:00.000+0000,5M- (7CC52AA),HP Envy 5055 All-in-One Printer,M2U85A,180,10731,Envy 5055 EOL Funding ,EOL Program ,End Of Life,Best Buy,Approved,HPS HW,Program,Advertising
59606,23297,2022-08-21T00:00:00.000+0000,2022-08-27T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsRedHX-KB6RDX,4P4F6AA,49.5,HAIS-BB-X01622,Best Buy - HP Aug Promo 07-31-2022 to 09-03-2022,undefined,Instant Savings,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
39448,14995,2021-02-01T00:00:00.000+0000,2021-02-28T00:00:00.000+0000,E5- (7CC77AA),,,54.67,10932,H1 21 Toner A+ Premium Content,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Toner,,
53465,21355,2022-06-03T00:00:00.000+0000,2022-06-05T00:00:00.000+0000,MS- (544H8A),,,270,HAIS-BB-X01722,Best Buy Promo 6/5 to 7/2,undefined,Instant Savings,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
50448,20141,2021-01-01T00:00:00.000+0000,2021-03-31T00:00:00.000+0000,5M- (7CC52AA),,,274954.55,11175,ASP - CQ1'21 Printer Share Agreement,undefined,Margin Enhancement,Costco,Approved,HPS HW,Program,Other
26195,8501,2020-03-01T00:00:00.000+0000,2020-04-04T00:00:00.000+0000,GC - (7CC91AA),,,3093.75,10292,Margin Enhancement Program FY'21-H1 Mar-May,Sales goal Attainment,Margin Enhancement,Best Buy,Approved,HPS HW,,
25631,8075,2020-01-19T00:00:00.000+0000,2020-01-25T00:00:00.000+0000,2N- (7CC42AA),DJ 3755 AiO White,J9V91A,108,9815,"Trade in and Recycle - Jan-Mar, 2020",SPECIAL NEGOTIATED DISCOUNT,MIR,Best Buy,Approved,HPS HW,Program,Other
43366,16111,2022-01-30T00:00:00.000+0000,2022-02-26T00:00:00.000+0000,8A- (7CC63AA),,,55000,11691 ,Laser Endcap Dec-Feb,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,OPS HW A4 & Scanners,Program,Endcap
55834,21577,2022-08-23T00:00:00.000+0000,2022-08-31T00:00:00.000+0000,KV- (4XM40A),,,150000,AOM-NA-N21622,BJs / Microsoft POS Execution ,undefined,Other Peoples Money,New Age,Approved,PC,UNKNOWN,UNKNOWN
27058,8705,2020-05-05T00:00:00.000+0000,2020-05-05T00:00:00.000+0000,2N- (7CC42AA),DJ 3755 AiO Blue,J9V90A,647.92,10501,ASP Essendant DJ 3755 2020 H2 Program,Sales goal Attainment,Pay for Performance 2nd Tier,Essendant,Approved,HPS HW,Program,Other
32786,12146,2020-08-01T00:00:00.000+0000,2020-08-08T00:00:00.000+0000,5M- (7CC52AA),HP Tango X Printer,3DP64A,1600,10827,CP: HPS Office Product Page BIllboard,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,Program,Billboard
24716,8178,2020-02-03T00:00:00.000+0000,2020-03-01T00:00:00.000+0000,GJ- (7CC96AA),,,15000,10082,prod cost: Feb '20 CRM direct mail - tnr,MARKET DEVELOPMENT FUNDS,Ad Funding,Staples,Approved,OPS Toner,Trad_media,Circular
40715,15351,2021-01-01T00:00:00.000+0000,2021-03-31T00:00:00.000+0000,4H- (7CC47AA),,,-10.62,11251,New Age Stay Healthy - Jan - March 2021,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
61150,23874,2022-11-01T00:00:00.000+0000,2022-11-30T00:00:00.000+0000,KV- (4XM40A),,,18966.71,AOR-TG-M12222,Target Q1 Q2 2023 EE Store Fixture Contribution,undefined,PC Margin Enhancement,Target,Approved,PC,UNKNOWN,UNKNOWN
42506,15875,2021-07-01T00:00:00.000+0000,2021-07-04T00:00:00.000+0000,7T- (7CC62AA),,,3906.22,11615,ASP - CQ3'21 Printer Share Agreement,Sales goal Attainment,Margin Enhancement,Costco,Approved,HPS HW,Program,Other
40989,15434,2021-05-30T00:00:00.000+0000,2021-07-03T00:00:00.000+0000,2N- (7CC42AA),HP DeskJet Plus 4155 AiO Printer,3XV13A,25000,11366,HP Shipper - DeskJet FY'22 H1 ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,,
42505,15875,2021-07-01T00:00:00.000+0000,2021-07-04T00:00:00.000+0000,5M- (7CC52AA),,,4039.67,11615,ASP - CQ3'21 Printer Share Agreement,Sales goal Attainment,Margin Enhancement,Costco,Approved,HPS HW,Program,Other
40647,15321,null,null,,,,0,,,,,,,,UNKNOWN,UNKNOWN
44804,17253,2022-03-14T00:00:00.000+0000,2022-03-20T00:00:00.000+0000,2G- (7RB34A),OMEN27I,8AC94AA,26950,AIS-BB-D01522,Best Buy Monitor Cycle IRs_Q2 '22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
54293,21628,2022-10-16T00:00:00.000+0000,2022-10-22T00:00:00.000+0000,LG-(390S3AA),LaserJet Tank 2504dw,2R7F4A,30,12680,Recycle Program - Tanks,undefined,IR,Best Buy,Approved,HPS HW,Program,Other
32763,12141,2020-07-05T00:00:00.000+0000,2020-08-01T00:00:00.000+0000,2N- (7CC42AA),,,21113.85,10298,Margin Enhancement Program FY'21-H1 Jun-Aug,Sales goal Attainment,Margin Enhancement,Best Buy,Approved,HPS HW,,
49398,19041,2022-04-08T00:00:00.000+0000,2022-04-08T00:00:00.000+0000,9G- (4XM15A),,,13228.65,AAD-AM-X00822,AMZN Samples for Vine Program,undefined,Ad Funding,Amazon,Approved,Peripherals,,
45080,17376,2022-03-01T00:00:00.000+0000,2022-03-31T00:00:00.000+0000,GJ- (7CC96AA),,,84000,12126,Q2 22 Toner CRM Email Campaigns ,undefined,Ad Funding,Amazon,Approved,Toner,Email,Email
33034,12161,2020-03-29T00:00:00.000+0000,2020-06-30T00:00:00.000+0000,2B- (7CC40AA),,,10115.05,9975,"H1 2020 LES Showcase & Growth (2B,2Q,1D,E4)",Sales goal Attainment,Margin Enhancement,Office Depot,Approved,HPS HW,,
48976,19528,2022-06-20T00:00:00.000+0000,2022-06-26T00:00:00.000+0000,1M- (4XM00A),TE01-3244,319L5AA,35850,AEL-2X-D06722,FQ2'22 DT $10M EOL Program ,undefined,End Of Life,Best Buy,Approved,PC,Program,Other
59541,23168,2022-12-11T00:00:00.000+0000,2022-12-17T00:00:00.000+0000,2G- (7RB34A),M27FE,43G45AA,53950,AIS-TG-D12722,MonitorCycleIRs,undefined,Instant Savings,Target,Approved,PC,UNKNOWN,UNKNOWN
24867,8206,2020-03-02T00:00:00.000+0000,2020-03-02T00:00:00.000+0000,2B- (7CC40AA),CLJ Pro M254dw,T6B60A,9115.6,10370,EOL - LaserJet m254dw,EOL Program ,End Of Life,Staples,Approved,HPS HW,UNKNOWN,UNKNOWN
49336,19688,2022-04-24T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,MS- (544H8A),HyperXStingerCoreWPS5HHSS1C-KB-WT/G,4P5J1AA,271.8,HAMC-AM-X03322,Amazon Promos 4-24 to 4-30		,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
42453,15773,2021-07-01T00:00:00.000+0000,2021-09-30T00:00:00.000+0000,GK- (7CC97AA),,,8976.28,11605,Office Depot Co-op Paid Search Toner,MARKET DEVELOPMENT FUNDS,Ad Funding,Office Depot,Approved,Toner,Search,Search
25440,7870,2020-01-26T00:00:00.000+0000,2020-02-01T00:00:00.000+0000,7T- (7CC62AA),HP OfficeJet Pro 9025 AiO Printer,1MR66A,20250,9875,Trade-in Program for BTB,SPECIAL NEGOTIATED DISCOUNT,MIR,Office Depot,Approved,HPS HW,BTB,BTB
38987,14866,2020-06-28T00:00:00.000+0000,2020-12-26T00:00:00.000+0000,8A- (7CC63AA),,,139343.37,10700,Staples OPS - LaserJet Showcase H2 2020,Sales goal Attainment,Margin Enhancement,Staples,Approved,OPS HW A4 & Scanners,Program,Showcase
49328,19688,2022-04-24T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireSurgeBlackHX-MC002B,4P5Q1AA,218.82,HAMC-AM-X03322,Amazon Promos 4-24 to 4-30		,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
49413,19720,2022-07-03T00:00:00.000+0000,2022-07-04T00:00:00.000+0000,KV- (4XM40A),15-ey0013dx,66B44UA,112900,AIS-BB-N12722,BBY Student Portal BTS 2022,undefined,Instant Savings,Best Buy,Reversed,PC,BTS,BTS
58293,22914,2022-07-10T00:00:00.000+0000,2022-07-16T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireCoreBlackHX-MC004B,4P4F8AA,393.75,HAIS-GS-X00722,GameStop July Promo 03/07/2022 - 30/07/2022,undefined,Instant Savings,GameStop,Approved,HyperX,UNKNOWN,UNKNOWN
60554,23707,2022-11-01T00:00:00.000+0000,2023-01-31T00:00:00.000+0000,GJ- (7CC96AA),,,315442.51,12820,Staples Contract Premium Program,undefined,IR,Staples,Approved,Toner,,
42257,15811,2021-10-29T00:00:00.000+0000,2021-11-18T00:00:00.000+0000,7T- (7CC62AA),,,240000,11954,Staples HP Instant Ink Homepage Exposure,MARKET DEVELOPMENT FUNDS,Ad Funding,Staples,Approved,HPS HW,Display,Display
37603,14565,2020-10-04T00:00:00.000+0000,2020-10-31T00:00:00.000+0000,2N- (7CC42AA),HP DeskJet Plus 4155 AiO Printer,3XV13A,17580,10931,Dot Com Growth Plan - Sep/Oct,SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,,
25756,7940,2020-02-02T00:00:00.000+0000,2020-02-08T00:00:00.000+0000,2Q- (7CC44AA),CLJ Pro M281fdw MFP,T6B82A,19150,9875,Trade-in Program for BTB,SPECIAL NEGOTIATED DISCOUNT,MIR,Office Depot,Approved,HPS HW,BTB,BTB
56990,22539,2022-08-25T00:00:00.000+0000,2022-08-31T00:00:00.000+0000,1M- (4XM00A),TG01-1161,,800,AEL-2X-D06722 ,FQ2'22 DT $10M EOL Program,undefined,End Of Life,Amazon,Approved,PC,Program,Other
37596,14565,2020-10-04T00:00:00.000+0000,2020-10-31T00:00:00.000+0000,5M- (7CC52AA),ENVY 7855 Photo,K7R96A,22800,10931,Dot Com Growth Plan - Sep/Oct,SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,,
49853,19916,2022-07-03T00:00:00.000+0000,2022-07-30T00:00:00.000+0000,5M- (7CC52AA),,,123333.33,12399,Ad Funds - Inkjet Printers Jun-Aug,undefined,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
26202,8506,2020-04-05T00:00:00.000+0000,2020-05-02T00:00:00.000+0000,5M- (7CC52AA),,,13333.33,10305,Sponsored Products - Inkjet printers ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Search,Sponsored_product
57484,22554,2022-11-01T00:00:00.000+0000,2022-12-04T00:00:00.000+0000,KV- (4XM40A),14-dq5043cl,6W538UA,31825,AIS-CO-N01123,Costco C2'22 Warehouse NB IR Program,undefined,Instant Savings,Costco,Approved,PC,Program,Other
50880,20370,2022-08-03T00:00:00.000+0000,2022-08-14T00:00:00.000+0000,KV- (4XM40A),15-EG2053CL,643L4UA,9100,AIS-CO-N12022,Costco C1'22 Warehouse NB IR Program ,undefined,Instant Savings,Costco,Approved,PC,Program,Other
23244,7784,2018-10-21T00:00:00.000+0000,2018-10-27T00:00:00.000+0000,2N- (7CC42AA),DJ 3755 AiO White,J9V91A,90,6782,Trade in and Recycle - Inkjet - H2 ,SPECIAL NEGOTIATED DISCOUNT,MIR,Best Buy,Approved,HPS HW,Program,Other
40291,15178,2021-01-01T00:00:00.000+0000,2021-03-31T00:00:00.000+0000,DU- (7CC74AA),,,29109.02,11215,H1 2021 IPS Growth Program,Sales goal Attainment,Stretch Goal,Office Depot,Approved,HPS HW,,
59572,23281,2022-08-07T00:00:00.000+0000,2022-08-13T00:00:00.000+0000,MS- (544H8A),HyperXPuddingKeycapsHKCPXP-WT-US/G,4P5P5AA,15,HAIS-BB-X01622,Best Buy - HP Aug Promo 07-31-2022 to 09-03-2022,undefined,Instant Savings,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
60854,23796,2022-11-27T00:00:00.000+0000,2022-12-04T00:00:00.000+0000,1M- (4XM00A),TG02-0014,575M7AA,74400,AIS-BB-D12422,Best Buy Cycle IRs_Gaming Towers_Q1 '23,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
41858,15703,2021-07-15T00:00:00.000+0000,2021-07-31T00:00:00.000+0000,2Q- (7CC44AA),HP Color LaserJet Pro M255dw Printer,7KW64A,2349.6,11671,CP: Price Increase True-Up,SPECIAL NEGOTIATED DISCOUNT,Stock return avoidance,Amazon,Approved,HPS HW,UNKNOWN,UNKNOWN
49746,19747,2022-06-07T00:00:00.000+0000,2022-06-07T00:00:00.000+0000,1M- (4XM00A),,,32000,AAD-BB-M03622,VPA BBY FY'2023 Retail Training & Events,undefined,Ad Funding,Best Buy,Cancelled,PC,,
26838,8646,2020-02-01T00:00:00.000+0000,2020-02-29T00:00:00.000+0000,GP- (7CD00AA),,,70056.33,10194,Q2 20 Toner Email/Mktg Campaigns,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS Toner,Email,Email
40473,15276,2021-01-01T00:00:00.000+0000,2021-03-31T00:00:00.000+0000,4H- (7CC47AA),,,3.32,11251,New Age Stay Healthy - Jan - March 2021,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
47974,19221,2022-01-17T00:00:00.000+0000,2022-01-31T00:00:00.000+0000,KV- (4XM40A),,,50000,AOM-AM-N04322,Amazon Jan 2022 AMD CMF2 Funding,undefined,Other Peoples Money,Amazon,Approved,PC,Program,Advertising
59567,23281,2022-08-07T00:00:00.000+0000,2022-08-13T00:00:00.000+0000,MS- (544H8A),HyperXCloudStingerRedHX-HSCS-BK,4P5L7AA,6240,HAIS-BB-X01622,Best Buy - HP Aug Promo 07-31-2022 to 09-03-2022,undefined,Instant Savings,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
51720,20750,2022-06-12T00:00:00.000+0000,2022-06-18T00:00:00.000+0000,MS- (544H8A),HyperXQuadCastSBlk-GryHMIQ1S-XX-RG/G,4P5P7AA,270,HAIS-MC-X00522,Micro Center June Promo 6/5/2022-7/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
51750,20750,2022-06-26T00:00:00.000+0000,2022-07-02T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireSurgeBlackHX-MC002B,4P5Q1AA,40,HAIS-MC-X00522,Micro Center June Promo 6/5/2022-7/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
51745,20750,2022-06-26T00:00:00.000+0000,2022-07-02T00:00:00.000+0000,MS- (544H8A),HyperXFURYSMousePadHX-MPFS-XL,4P5Q9AA,66,HAIS-MC-X00522,Micro Center June Promo 6/5/2022-7/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
34208,13247,2020-08-07T00:00:00.000+0000,2020-08-30T00:00:00.000+0000,5M- (7CC52AA),,,150000,10833,ASP: HPS CE Targeted Showcase,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,Program,Showcase
52402,20934,2022-07-31T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,1M- (4XM00A),TP01-2234,318G6AA,16875,AIS-BB-D04822,Best Buy Cycle IRs_Tower_Q3'22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
59787,23396,2022-03-08T00:00:00.000+0000,2023-01-31T00:00:00.000+0000,KV- (4XM40A),,,212500,AEL-2X-N07822,ROC $2.6M Notebook EOL FQ2'22,undefined,End Of Life,New Age,Approved,PC,UNKNOWN,UNKNOWN
48440,19306,2022-04-01T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,1M- (4XM00A),24-F0018,3LB38AA,665,AAD-AR-M12321,Aarons H1 2022 Support,undefined,Ad Funding,Aarons,Approved,PC,,
52399,20934,2022-07-31T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,1M- (4XM00A),M01-F1214,1J7P7AA,13360,AIS-BB-D04822,Best Buy Cycle IRs_Tower_Q3'22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
30016,10019,2020-05-17T00:00:00.000+0000,2020-05-23T00:00:00.000+0000,7T- (7CC62AA),OJP 6978 AiO,T0F29A,1470,10516,ASP - Staples OJP 6978 Bundle - STS,SPECIAL NEGOTIATED DISCOUNT,MIR,Staples,Approved,HPS HW,Program,Other
58071,22888,2022-08-01T00:00:00.000+0000,2022-10-31T00:00:00.000+0000,9G- (4XM15A),,,5000,AAD-MC-X02422,Microcenter - In store and Online Advertisement,undefined,Ad Funding,Microcenter,Approved,Peripherals,Display,Display
34195,13241,2020-01-01T00:00:00.000+0000,2020-03-31T00:00:00.000+0000,4H- (7CC47AA),,,1868.16,9940,ASP New Age Stay Healthy - Jan-Mar 2020,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,Program,Other
41352,15543,2021-05-01T00:00:00.000+0000,2021-07-31T00:00:00.000+0000,GJ- (7CC96AA),,,600000,11487,Staples Toner Collaborative Digital Co-op ,MARKET DEVELOPMENT FUNDS,Ad Funding,Staples,Approved,Toner,Digital,Digital
51741,20750,2022-06-19T00:00:00.000+0000,2022-06-25T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireFPSProGreyHX-MC003B,4P4F7AA,20,HAIS-MC-X00522,Micro Center June Promo 6/5/2022-7/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
29464,9898,2020-04-01T00:00:00.000+0000,2020-04-30T00:00:00.000+0000,K6- (7CD22AA),,,3021.83,10181,Q220 CX OPS Ink Program ,Sales goal Attainment,Margin Enhancement,Amazon,Approved,OPS INK,Program,Other
51731,20750,2022-06-12T00:00:00.000+0000,2022-06-18T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireDartBlackHX-MC006B,4P5Q4AA,130,HAIS-MC-X00522,Micro Center June Promo 6/5/2022-7/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
25847,8424,2018-10-01T00:00:00.000+0000,2018-12-31T00:00:00.000+0000,7T,,,202562.99,,,,,,,,UNKNOWN,UNKNOWN
22280,7544,2019-12-04T00:00:00.000+0000,2019-12-04T00:00:00.000+0000,1D- (7CC37AA),HP LaserJet Pro M15a Printer,W2G50A,150250,9895,BF: Laser M15a Mark Down ,SPECIAL NEGOTIATED DISCOUNT,Stock return avoidance,Wal-Mart,Approved,HPS HW,UNKNOWN,UNKNOWN
61614,23982,2023-01-29T00:00:00.000+0000,2023-02-25T00:00:00.000+0000,2N- (7CC42AA),,,22857.14,12857,Sponsored Products - Inkjet Dec-Feb,undefined,Ad Funding,Best Buy,Submitted,HPS HW,Search,Sponsored_product
59993,23465,2022-12-04T00:00:00.000+0000,2022-12-31T00:00:00.000+0000,MS- (544H8A),HyperXCloudBluePS5HHSC2-FA-BL,4P5H9AA,3784,HAIS-TG-X12623,TARGET12-04-2022-12-31-2022,undefined,Instant Savings,Target,Approved,HyperX,UNKNOWN,UNKNOWN
51716,20750,2022-06-05T00:00:00.000+0000,2022-06-11T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireHasteBlkHMSH1-A-BK/G,4P5P9AA,45,HAIS-MC-X00522,Micro Center June Promo 6/5/2022-7/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
27413,8756,2020-02-01T00:00:00.000+0000,2020-04-30T00:00:00.000+0000,7T- (7CC62AA),,,10733.86,9589,ASP Essendant Q1 '20 Margin Enhancement,Sales goal Attainment,other Margin Enhancement activities,Essendant,Approved,HPS HW,,
42356,15834,2021-09-01T00:00:00.000+0000,2021-10-31T00:00:00.000+0000,7T- (7CC62AA),,,5000,11781,MICR HP+ Digital Campaign,MARKET DEVELOPMENT FUNDS,Ad Funding,Microcenter,Approved,HPS HW,Digital,Digital
50585,20151,2022-07-18T00:00:00.000+0000,2022-07-24T00:00:00.000+0000,2G- (7RB34A),M32F,2H5M7AA,37536,AIS-BB-D04122,Best Buy Monitor Cycle IRs_Q3 '22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
50588,20151,2022-07-18T00:00:00.000+0000,2022-07-24T00:00:00.000+0000,2G- (7RB34A),M24WEBCAM,459J3AA,1632,AIS-BB-D04122,Best Buy Monitor Cycle IRs_Q3 '22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
51257,20583,2022-08-25T00:00:00.000+0000,2022-08-27T00:00:00.000+0000,1M- (4XM00A),GT21-0024,575M5AA,3075,AIS-BB-D08922,Best Buy Cycle IRs_Gaming Towers_Q4'22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
60243,23371,2022-11-01T00:00:00.000+0000,2023-01-31T00:00:00.000+0000,5M- (7CC52AA),,,20000,12729,ASP Micro Center Inkjet Endcap,undefined,In-Store Merchandising Enhancement,Microcenter,Approved,HPS HW,Program,Endcap
53734,20946,2022-01-30T00:00:00.000+0000,2022-02-26T00:00:00.000+0000,MS- (544H8A),,,15028,HAAD-BB-X00622,Best Buy Paid Search Jan - Feb 2022,undefined,Ad Funding,Best Buy,Approved,HyperX,Search,Search
41664,15542,2021-07-13T00:00:00.000+0000,2021-07-14T00:00:00.000+0000,2Q- (7CC44AA),HP LaserJet Pro M15w Printer,W2G51A,9834.8,11673,CP: Price increase,SPECIAL NEGOTIATED DISCOUNT,MIR,Office Depot,Approved,HPS HW,UNKNOWN,UNKNOWN
23755,7899,2020-01-05T00:00:00.000+0000,2020-01-11T00:00:00.000+0000,2N- (7CC42AA),DJ 3755 AiO White,J9V91A,20000,9008,Ad Funds - Inkjet Printers FY'20 H12,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
48006,19231,2022-05-31T00:00:00.000+0000,2022-06-05T00:00:00.000+0000,1M- (4XM00A),M01-F1214,1J7P7AA,85120,AIS-BB-D04822,Best Buy Cycle IRs_Tower_Q3'22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
49265,19683,2022-06-01T00:00:00.000+0000,2022-06-30T00:00:00.000+0000,KV- (4XM40A),17-CP0096NR,3D3B1UA,4340,AEL-2X-N05222,Notebook EOL FQ2'22 Acceleration,undefined,End Of Life,Aarons,Approved,PC,UNKNOWN,UNKNOWN
48036,19247,2022-03-06T00:00:00.000+0000,2022-03-12T00:00:00.000+0000,MS- (544H8A),HyperXCloudStingerRedHX-HSCS-BK,4P5L7AA,60,HAMC-NA-X02022,Electronic Express Promotion 3/06/2022 - 3/12/2022,undefined,MIR,New Age,Approved,HyperX,UNKNOWN,UNKNOWN
51979,20812,2022-08-29T00:00:00.000+0000,2022-09-05T00:00:00.000+0000,KV- (4XM40A),17-cr0013dx,66B42UA,806080,AIS-BB-N11422,BBY C2'22 Cycle IR Pappy,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
54704,21769,2022-07-01T00:00:00.000+0000,2022-09-24T00:00:00.000+0000,1N- (7CC38AA),,,60000,12439,Co-opDisplayAds,undefined,Ad Funding,Office Depot,Approved,Ink and Media,Display,Display
32829,12137,2020-05-01T00:00:00.000+0000,2020-07-31T00:00:00.000+0000,5T- (7CC54AA),,,6847.66,10556,Xerox Sku Substitution,Sales goal Attainment,Stretch Goal,Supplies Network,Approved,OPS Toner,UNKNOWN,UNKNOWN
53850,21494,2022-06-13T00:00:00.000+0000,2022-06-19T00:00:00.000+0000,MS- (544H8A),HyperXStingerCoreWPS5HHSS1C-KB-WT/G,4P5J1AA,189,HAIS-BB-X01722,Best Buy Promo 6/5 to 7/2,undefined,Instant Savings,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
48042,19247,2022-03-06T00:00:00.000+0000,2022-03-12T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireCoreBlackHX-MC004B,4P4F8AA,78,HAMC-NA-X02022,Electronic Express Promotion 3/06/2022 - 3/12/2022,undefined,MIR,New Age,Approved,HyperX,UNKNOWN,UNKNOWN
60498,23690,2023-01-22T00:00:00.000+0000,2023-01-28T00:00:00.000+0000,1M- (4XM00A),TP01-2096,318G8AA,11150,AAD-OD-D13722,DTAdSupportProgram,undefined,Ad Funding,Office Depot,Approved,PC,,
61025,23843,2022-12-21T00:00:00.000+0000,2022-12-24T00:00:00.000+0000,KV- (4XM40A),17-cn0781cl,6V1H8UA,1680,AEL-2X-N05222,Notebook EOL FQ2'22 Acceleration,undefined,End Of Life,Sams Club,Approved,PC,UNKNOWN,UNKNOWN
56906,22516,2022-09-25T00:00:00.000+0000,2022-10-01T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireCoreBlackHX-MC004B,4P4F8AA,1405,HAIS-BB-X01222,BEST BUY - HP SEP Promo 09-04-2022 - 10-02-2022,undefined,Instant Savings,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
25298,8283,2020-03-15T00:00:00.000+0000,2020-03-21T00:00:00.000+0000,2N- (7CC42AA),DJ2652 AiO (White),V1N05A,33896.25,9260,CP HSN QVC DJ 2652 + Chromebook Bundle,Sales goal Attainment,Pay for Performance,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
25392,8250,2020-01-25T00:00:00.000+0000,2020-01-26T00:00:00.000+0000,7T- (7CC62AA),HP OfficeJet Pro 8028 All-in-One Printer,1KR61A,25740,9339,ASP: OJP 8028 Jan '20 ISB Promo Offer,SPECIAL NEGOTIATED DISCOUNT,IR program,Sams Club,Approved,HPS HW,Program,Other
60483,23685,2022-11-06T00:00:00.000+0000,2022-11-12T00:00:00.000+0000,MS- (544H8A),HyperXChargePlayQuadNSHX-CPQD-U,4P5M7AA,52,HAIS-DH-X00623,D&H Marines Nov Promo  10-30 2022 - 12-03-2022,undefined,Instant Savings,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
42598,15907,2021-11-01T00:00:00.000+0000,2021-11-30T00:00:00.000+0000,GM- (7CC99AA),,,191.19,11914,Q1 22 CX 1% Ink Program,Sales goal Attainment,Margin Enhancement,Amazon,Approved,Ink and Media,Program,Other
60487,23685,2022-11-20T00:00:00.000+0000,2022-11-26T00:00:00.000+0000,MS- (544H8A),HyperXChargePlayQuadNSHX-CPQD-U,4P5M7AA,78,HAIS-DH-X00623,D&H Marines Nov Promo  10-30 2022 - 12-03-2022,undefined,Instant Savings,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
32845,12160,2020-04-01T00:00:00.000+0000,2020-06-30T00:00:00.000+0000,IF- (7CD16AA),,,5532.6,10472,ASP Target 2020 CQ2 E&E Contribution,Sales goal Attainment,Stretch Goal,Target,Approved,HPS HW,Program,Other
